iteration,moves
908,1366
909,626
910,256
911,1089
912,1139
913,1603
914,4706
915,1030
916,1353
917,1741
918,5655
919,989
920,1297
921,864
922,573
923,866
924,5581
925,5100
926,4897
927,1829
928,510
929,1293
930,4064
931,1627
932,1258
933,300
934,1893
935,3182
936,947
937,1275
938,1210
939,1036
940,846
941,3197
942,1560
943,4553
944,4060
945,3309
946,860
947,1134
948,2106
949,2668
950,4776
951,1965
952,4787
953,7733
954,4159
955,1534
956,4677
957,1586
958,3428
959,1469
960,1831
961,6474
962,312
963,3147
964,10048
965,6814
966,833
967,1192
968,1003
969,3824
970,159
971,6111
972,967
973,2801
974,2552
975,2606
976,911
977,1885
978,2418
979,2057
980,4522
981,1271
982,1967
983,1219
984,1144
985,2515
986,475
987,2183
988,1628
989,2158
990,3679
991,2985
992,562
993,5518
994,741
995,4284
996,141
997,2459
998,235
999,1764
1000,845
1001,4107
1002,922
1003,1089
1004,2800
1005,3043
1006,1491
1007,2074
1008,3169
1009,142
1010,1157
1011,4073
1012,1160
1013,2709
1014,1738
1015,1667
1016,300
1017,2043
1018,5856
1019,4650
1020,1047
1021,1226
1022,1053
1023,1397
1024,737
1025,698
1026,5636
1027,1491
1028,1030
1029,3876
1030,4032
1031,1115
1032,4747
1033,4430
1034,1787
1035,1669
1036,449
1037,1351
1038,539
1039,908
1040,431
1041,310
1042,2031
1043,586
1044,3798
1045,1641
1046,911
1047,1441
1048,6516
1049,1188
1050,295
1051,1426
1052,886
1053,2112
1054,261
1055,1490
1056,941
1057,363
1058,1352
1059,5487
1060,3283
1061,379
1062,831
1063,1596
1064,995
1065,3686
1066,511
1067,1673
1068,3238
1069,1202
1070,2871
1071,1520
1072,544
1073,991
1074,2368
1075,4881
1076,8335
1077,568
1078,3763
1079,1292
1080,1589
1081,735
1082,3050
1083,2118
1084,4796
1085,3508
1086,1098
1087,2894
1088,4607
1089,376
1090,797
1091,573
1092,548
1093,7217
1094,522
1095,2889
1096,709
1097,3417
1098,4277
1099,2012
1100,688
1101,1880
1102,940
1103,2218
1104,301
1105,3566
1106,1893
1107,1439
1108,1763
1109,1515
1110,7144
1111,2261
1112,3964
1113,3309
1114,2225
1115,1801
1116,4983
1117,2711
1118,1787
1119,318
1120,5733
1121,2831
1122,597
1123,5335
1124,2011
1125,4397
1126,504
1127,2653
1128,3649
1129,660
1130,2362
1131,1774
1132,3303
1133,545
1134,1912
1135,1468
1136,2452
1137,1415
1138,441
1139,3219
1140,344
1141,1112
1142,537
1143,920
1144,518
1145,1961
1146,6258
1147,2592
1148,3118
1149,2149
1150,5108
1151,485
1152,987
1153,530
1154,4655
1155,6454
1156,3200
1157,826
1158,1388
1159,2473
1160,6779
1161,1510
1162,534
1163,2150
1164,6200
1165,1979
1166,2401
1167,667
1168,3398
1169,1649
1170,1744
1171,418
1172,1578
1173,2126
1174,894
1175,5117
1176,842
1177,2835
1178,8165
1179,1077
1180,6194
1181,1432
1182,9204
1183,1012
1184,3300
1185,805
1186,1170
1187,1179
1188,3552
1189,2290
1190,2572
1191,504
1192,1943
1193,907
1194,3813
1195,2602
1196,1679
1197,1124
1198,1714
1199,1324
1200,2173
1201,3674
1202,522
1203,1581
1204,3311
1205,534
1206,2901
1207,4685
1208,2982
1209,3638
1210,2513
1211,1738
1212,2637
1213,4570
1214,3151
1215,1859
1216,2419
1217,1721
1218,1447
1219,3250
1220,525
1221,4317
1222,910
1223,1581
1224,2151
1225,1567
1226,1508
1227,1319
1228,1881
1229,1378
1230,866
1231,6300
1232,2268
1233,572
1234,3341
1235,1290
1236,989
1237,2478
1238,222
1239,1805
1240,970
1241,314
1242,537
1243,855
1244,1903
1245,2100
1246,1036
1247,2454
1248,4405
1249,5288
1250,864
1251,913
1252,2151
1253,4657
1254,755
1255,911
1256,3199
1257,919
1258,1578
1259,2619
1260,839
1261,2256
1262,1008
1263,2007
1264,309
1265,878
1266,1581
1267,1857
1268,1344
1269,2754
1270,738
1271,5396
1272,1260
1273,437
1274,987
1275,1319
1276,1933
1277,2749
1278,714
1279,2764
1280,492
1281,2279
1282,2405
1283,2035
1284,448
1285,1852
1286,385
1287,3114
1288,1591
1289,6249
1290,6372
1291,1626
1292,779
1293,842
1294,1172
1295,2186
1296,1186
1297,2003
1298,678
1299,521
1300,835
1301,5049
1302,608
1303,10144
1304,7111
1305,1547
1306,4579
1307,781
1308,793
1309,8786
1310,5603
1311,756
1312,3820
1313,817
1314,2091
1315,4764
1316,724
1317,625
1318,5203
1319,2623
1320,3601
1321,1055
1322,9534
1323,187
1324,5817
1325,3104
1326,1073
1327,768
1328,9821
1329,2688
1330,3838
1331,2070
1332,563
1333,818
1334,278
1335,7984
1336,5093
1337,1496
1338,1980
1339,4266
1340,3247
1341,1573
1342,680
1343,370
1344,1498
1345,569
1346,857
1347,539
1348,6093
1349,1647
1350,408
1351,1203
1352,5194
1353,503
1354,1962
1355,269
1356,2297
1357,1680
1358,315
1359,1442
1360,874
1361,674
1362,3504
1363,3784
1364,1219
1365,1287
1366,1466
1367,1412
1368,2651
1369,1675
1370,4578
1371,1392
1372,3544
1373,2356
1374,6085
1375,1272
1376,1860
1377,901
1378,684
1379,1031
1380,263
1381,634
1382,3617
1383,485
1384,1330
1385,2811
1386,324
1387,6222
1388,1287
1389,2584
1390,2305
1391,847
1392,996
1393,354
1394,1294
1395,871
1396,3218
1397,7980
1398,3866
1399,1283
1400,3273
1401,1569
1402,2149
1403,1067
1404,1463
1405,2527
1406,4120
1407,1821
1408,2611
1409,1088
1410,7928
1411,1626
1412,4824
1413,5644
1414,356
1415,212
1416,3970
1417,3229
1418,420
1419,658
1420,559
1421,1091
1422,448
1423,2891
1424,348
1425,2662
1426,1450
1427,4077
1428,416
1429,1618
1430,3750
1431,1017
1432,4652
1433,2670
1434,2249
1435,4149
1436,1138
1437,2210
1438,5553
1439,1018
1440,4213
1441,3385
1442,4053
1443,1696
1444,1799
1445,1100
1446,1051
1447,1946
1448,278
1449,813
1450,405
1451,1838
1452,604
1453,2194
1454,591
1455,1075
1456,530
1457,4786
1458,816
1459,2050
1460,725
1461,3784
1462,330
1463,584
1464,2533
1465,5530
1466,1450
1467,1104
1468,4971
1469,2676
1470,774
1471,924
1472,2082
1473,566
1474,609
1475,3731
1476,2193
1477,1018
1478,1195
1479,324
1480,1281
1481,574
1482,282
1483,3766
1484,2261
1485,3766
1486,913
1487,710
1488,476
1489,4869
1490,923
1491,3584
1492,3473
1493,1298
1494,609
1495,435
1496,2291
1497,948
1498,3084
1499,1482
1500,796
1501,681
1502,5775
1503,1514
1504,1041
1505,490
1506,2736
1507,3173
1508,1867
1509,816
1510,1418
1511,3690
1512,1922
1513,1146
1514,376
1515,383
1516,1675
1517,2092
1518,2666
1519,2104
1520,1754
1521,2825
1522,2828
1523,2510
1524,1650
1525,1059
1526,1338
1527,743
1528,264
1529,2429
1530,3028
1531,286
1532,332
1533,505
1534,4018
1535,1746
1536,2062
1537,2003
1538,2668
1539,1273
1540,750
1541,1497
1542,2914
1543,1692
1544,976
1545,4352
1546,4263
1547,705
1548,1244
1549,3082
1550,1612
1551,2269
1552,4882
1553,1065
1554,3820
1555,1681
1556,5014
1557,3958
1558,1009
1559,5808
1560,3171
1561,1604
1562,2819
1563,1028
1564,1884
1565,4032
1566,7374
1567,622
1568,2544
1569,476
1570,3777
1571,5318
1572,2848
1573,4590
1574,4166
1575,3647
1576,1531
1577,722
1578,1181
1579,929
1580,3445
1581,2821
1582,1753
1583,6440
1584,3998
1585,1215
1586,654
1587,502
1588,639
1589,7018
1590,2372
1591,1489
1592,940
1593,1210
1594,541
1595,1070
1596,548
1597,4015
1598,524
1599,2471
1600,939
1601,1371
1602,835
1603,915
1604,1441
1605,4538
1606,793
1607,932
1608,739
1609,1159
1610,483
1611,1786
1612,2602
1613,4391
1614,1046
1615,771
1616,450
1617,2980
1618,2894
1619,482
1620,734
1621,2980
1622,3887
1623,4659
1624,7595
1625,3207
1626,1135
1627,2305
1628,4058
1629,1654
1630,1032
1631,1229
1632,2263
1633,243
1634,588
1635,2372
1636,1873
1637,2255
1638,4122
1639,10438
1640,2617
1641,387
1642,746
1643,1311
1644,6890
1645,7332
1646,1828
1647,3158
1648,5499
1649,1001
1650,595
1651,2845
1652,5582
1653,1420
1654,888
1655,1641
1656,1063
1657,916
1658,4350
1659,6199
1660,3544
1661,2308
1662,2838
1663,916
1664,497
1665,1664
1666,2278
1667,1575
1668,1543
1669,310
1670,1044
1671,514
1672,1904
1673,3825
1674,2680
1675,2272
1676,4239
1677,641
1678,1508
1679,2729
1680,945
1681,774
1682,913
1683,2062
1684,1630
1685,752
1686,2432
1687,1019
1688,1951
1689,1249
1690,1497
1691,1813
1692,3295
1693,4845
1694,4160
1695,1158
1696,940
1697,8005
1698,10196
1699,5541
1700,1788
1701,2364
1702,635
1703,597
1704,2091
1705,7615
1706,870
1707,1251
1708,761
1709,513
1710,1275
1711,2441
1712,1585
1713,523
1714,3224
1715,1317
1716,796
1717,988
1718,2975
1719,1363
1720,4755
1721,3064
1722,383
1723,3025
1724,1537
1725,2217
1726,2125
1727,832
1728,1684
1729,738
1730,1301
1731,3811
1732,338
1733,379
1734,2472
1735,3448
1736,5561
1737,337
1738,1836
1739,419
1740,3668
1741,11078
1742,636
1743,1260
1744,6170
1745,651
1746,404
1747,2876
1748,1317
1749,1076
1750,500
1751,1588
1752,651
1753,1334
1754,1457
1755,3357
1756,3399
1757,3030
1758,5421
1759,609
1760,1595
1761,5446
1762,1807
1763,1368
1764,3001
1765,2306
1766,1301
1767,1196
1768,1424
1769,1201
1770,1209
1771,2574
1772,337
1773,2517
1774,2350
1775,565
1776,3093
1777,1613
1778,591
1779,464
1780,5534
1781,5192
1782,1008
1783,1625
1784,843
1785,3318
1786,934
1787,2353
1788,3851
1789,2821
1790,546
1791,1153
1792,2529
1793,274
1794,1812
1795,4512
1796,1425
1797,399
1798,608
1799,733
1800,346
1801,306
1802,974
1803,2856
1804,1470
1805,1159
1806,873
1807,1387
1808,1933
1809,5996
1810,1257
1811,1126
1812,7455
1813,3347
1814,3046
1815,2540
1816,2210
1817,204
1818,3228
1819,2070
1820,1349
1821,5529
1822,881
1823,10513
1824,394
1825,3426
1826,11085
1827,364
1828,450
1829,1214
1830,999
1831,3289
1832,7319
1833,3019
1834,3975
1835,1738
1836,4988
1837,495
1838,1559
1839,1017
1840,3467
1841,817
1842,873
1843,1306
1844,1239
1845,925
1846,9068
1847,2179
1848,1180
1849,8524
1850,403
1851,3912
1852,3609
1853,430
1854,1580
1855,3923
1856,1351
1857,172
1858,967
1859,2076
1860,3011
1861,2251
1862,2229
1863,2136
1864,957
1865,4419
1866,4851
1867,385
1868,6088
1869,839
1870,1478
1871,1635
1872,1204
1873,951
1874,477
1875,2668
1876,8401
1877,2990
1878,1531
1879,2793
1880,1978
1881,4352
1882,376
1883,166
1884,4714
1885,4485
1886,2153
1887,1373
1888,6057
1889,12889
1890,2665
1891,1150
1892,2015
1893,3856
1894,2042
1895,150
1896,2924
1897,2892
1898,681
1899,261
1900,709
1901,1669
1902,2164
1903,3806
1904,4362
1905,2965
1906,3515
1907,1082
1908,237
1909,1461
1910,3669
1911,7051
1912,2196
1913,2220
1914,2901
1915,972
1916,696
1917,5900
1918,527
1919,1131
1920,1399
1921,2389
1922,753
1923,1222
1924,5546
1925,526
1926,671
1927,1963
1928,3062
1929,1081
1930,1017
1931,1558
1932,4028
1933,3955
1934,1103
1935,1012
1936,452
1937,2211
1938,4860
1939,2792
1940,4076
1941,2517
1942,836
1943,2166
1944,766
1945,1202
1946,1624
1947,595
1948,5085
1949,7383
1950,6385
1951,4562
1952,1240
1953,1192
1954,6993
1955,2615
1956,1521
1957,2252
1958,634
1959,307
1960,1642
1961,1549
1962,1760
1963,2352
1964,1046
1965,2602
1966,678
1967,2236
1968,1299
1969,296
1970,2431
1971,871
1972,1401
1973,5258
1974,1455
1975,11438
1976,3132
1977,2161
1978,686
1979,439
1980,2257
1981,542
1982,1214
1983,659
1984,991
1985,586
1986,4281
1987,3198
1988,1308
1989,1116
1990,1515
1991,5014
1992,2974
1993,1735
1994,4885
1995,3202
1996,2337
1997,5827
1998,1912
1999,1747
2000,1371
2001,1664
2002,2282
2003,794
2004,375
2005,1693
2006,1030
2007,1623
2008,3549
2009,596
2010,2171
2011,4261
2012,2414
2013,1332
2014,764
2015,596
2016,1215
2017,897
2018,1312
2019,4097
2020,5209
2021,5788
2022,3536
2023,1696
2024,532
2025,8921
2026,702
2027,2001
2028,3145
2029,5923
2030,1485
2031,4091
2032,1006
2033,927
2034,5420
2035,556
2036,2408
2037,1337
2038,3852
2039,3615
2040,778
2041,6880
2042,3106
2043,1603
2044,3827
2045,1765
2046,1255
2047,6798
2048,1736
2049,593
2050,2501
2051,2250
2052,3124
2053,642
2054,9664
2055,1073
2056,1678
2057,1023
2058,2948
2059,5414
2060,5546
2061,6001
2062,4838
2063,559
2064,910
2065,2211
2066,5000
2067,4891
2068,2317
2069,515
2070,551
2071,522
2072,650
2073,691
2074,1123
2075,254
2076,2599
2077,500
2078,1089
2079,1332
2080,199
2081,1614
2082,1365
2083,836
2084,480
2085,388
2086,437
2087,5978
2088,5616
2089,2761
2090,1323
2091,3182
2092,577
2093,4380
2094,713
2095,1498
2096,2697
2097,4801
2098,1060
2099,587
2100,936
2101,1551
2102,889
2103,1181
2104,3604
2105,1958
2106,403
2107,557
2108,5052
2109,3731
2110,2363
2111,3699
2112,1028
2113,5679
2114,884
2115,569
2116,503
2117,1894
2118,7718
2119,1461
2120,1208
2121,1476
2122,1682
2123,2158
2124,1909
2125,1800
2126,2877
2127,4771
2128,1549
2129,1157
2130,1432
2131,5284
2132,2014
2133,389
2134,279
2135,661
2136,1340
2137,1155
2138,1313
2139,2344
2140,1712
2141,1038
2142,1097
2143,3863
2144,2106
2145,3368
2146,570
2147,2609
2148,1488
2149,303
2150,4486
2151,6747
2152,1807
2153,3936
2154,486
2155,1847
2156,3552
2157,5438
2158,564
2159,2500
2160,1196
2161,3470
2162,3663
2163,1809
2164,975
2165,102
2166,4974
2167,2127
2168,4107
2169,4237
2170,5288
2171,1649
2172,1170
2173,2816
2174,685
2175,803
2176,1937
2177,1165
2178,512
2179,1268
2180,5219
2181,858
2182,1046
2183,1501
2184,1434
2185,784
2186,605
2187,3838
2188,811
2189,1971
2190,1479
2191,1492
2192,1609
2193,5986
2194,1229
2195,952
2196,634
2197,5129
2198,632
2199,332
2200,1816
2201,6029
2202,1050
2203,322
2204,383
2205,1279
2206,1025
2207,3794
2208,1589
2209,4310
2210,633
2211,1924
2212,9043
2213,949
2214,749
2215,882
2216,4886
2217,2531
2218,1518
2219,1313
2220,623
2221,604
2222,329
2223,2417
2224,1829
2225,782
2226,3710
2227,228
2228,393
2229,581
2230,817
2231,2685
2232,661
2233,3060
2234,1101
2235,2036
2236,819
2237,757
2238,3771
2239,1006
2240,1450
2241,738
2242,1134
2243,3059
2244,1901
2245,4526
2246,1411
2247,996
2248,5584
2249,1444
2250,1039
2251,3543
2252,1073
2253,360
2254,8593
2255,480
2256,288
2257,742
2258,1119
2259,393
2260,2492
2261,160
2262,1582
2263,5092
2264,661
2265,10245
2266,3632
2267,2516
2268,2455
2269,2076
2270,4102
2271,830
2272,3792
2273,1139
2274,1318
2275,509
2276,594
2277,4148
2278,2719
2279,1731
2280,457
2281,7422
2282,3396
2283,2781
2284,4298
2285,634
2286,1844
2287,2671
2288,2166
2289,792
2290,4299
2291,4422
2292,777
2293,807
2294,663
2295,1200
2296,3607
2297,3343
2298,333
2299,1908
2300,841
2301,1387
2302,1375
2303,914
2304,5728
2305,1221
2306,3191
2307,3583
2308,1969
2309,263
2310,1157
2311,450
2312,576
2313,3859
2314,1493
2315,336
2316,950
2317,1826
2318,3676
2319,1589
2320,885
2321,3204
2322,3139
2323,459
2324,1108
2325,547
2326,1252
2327,1478
2328,1901
2329,1947
2330,2305
2331,2009
2332,2327
2333,3586
2334,4832
2335,1836
2336,667
2337,4350
2338,721
2339,1585
2340,5931
2341,4254
2342,3565
2343,3559
2344,759
2345,3459
2346,5269
2347,7034
2348,5879
2349,1275
2350,1377
2351,628
2352,1422
2353,910
2354,3995
2355,1902
2356,3074
2357,849
2358,745
2359,3661
2360,2034
2361,1624
2362,2619
2363,8868
2364,816
2365,591
2366,2755
2367,2203
2368,3321
2369,1999
2370,1058
2371,1794
2372,2052
2373,5152
2374,1358
2375,6687
2376,4365
2377,2128
2378,1505
2379,498
2380,2354
2381,305
2382,1964
2383,1590
2384,2284
2385,3690
2386,325
2387,3628
2388,332
2389,1079
2390,1138
2391,316
2392,6172
2393,4836
2394,5008
2395,1274
2396,1496
2397,1846
2398,3964
2399,444
2400,4583
2401,473
2402,1437
2403,1853
2404,1950
2405,1618
2406,1355
2407,2273
2408,1729
2409,2291
2410,1642
2411,10441
2412,1926
2413,1642
2414,912
2415,1323
2416,4044
2417,2813
2418,3866
2419,283
2420,980
2421,752
2422,1160
2423,957
2424,3797
2425,878
2426,949
2427,7669
2428,2013
2429,1869
2430,815
2431,1732
2432,1819
2433,2301
2434,3061
2435,621
2436,4059
2437,1415
2438,2245
2439,1004
2440,3797
2441,2172
2442,1708
2443,1360
2444,2149
2445,1655
2446,2280
2447,3762
2448,1373
2449,7737
2450,3894
2451,4365
2452,1014
2453,5487
2454,2889
2455,1115
2456,2035
2457,1561
2458,1976
2459,2331
2460,702
2461,3237
2462,1805
2463,2558
2464,2479
2465,1334
2466,4123
2467,2438
2468,440
2469,904
2470,1367
2471,3918
2472,243
2473,632
2474,445
2475,1103
2476,3189
2477,4776
2478,867
2479,411
2480,2245
2481,344
2482,1755
2483,2000
2484,929
2485,1429
2486,1344
2487,4116
2488,303
2489,3771
2490,248
2491,510
2492,4216
2493,1107
2494,1682
2495,1405
2496,281
2497,2383
2498,606
2499,1588
2500,378
2501,1862
2502,2807
2503,718
2504,1098
2505,2255
2506,2416
2507,2925
2508,3151
2509,5737
2510,1630
2511,2293
2512,3843
2513,990
2514,839
2515,2163
2516,5948
2517,532
2518,4867
2519,2688
2520,1077
2521,275
2522,3494
2523,750
2524,1767
2525,1251
2526,538
2527,6475
2528,284
2529,6621
2530,3159
2531,905
2532,586
2533,645
2534,4676
2535,5183
2536,4454
2537,1930
2538,562
2539,4141
2540,892
2541,1665
2542,406
2543,2339
2544,1867
2545,4144
2546,1290
2547,1798
2548,1465
2549,442
2550,478
2551,5166
2552,575
2553,451
2554,422
2555,599
2556,725
2557,240
2558,3631
2559,890
2560,5229
2561,459
2562,792
2563,946
2564,1815
2565,2785
2566,7224
2567,1048
2568,3043
2569,863
2570,2801
2571,1160
2572,10344
2573,4136
2574,972
2575,2560
2576,1379
2577,1827
2578,4319
2579,4429
2580,779
2581,4599
2582,499
2583,2867
2584,378
2585,1407
2586,257
2587,3948
2588,397
2589,4909
2590,2369
2591,1613
2592,2027
2593,1133
2594,3382
2595,3806
2596,1287
2597,975
2598,3359
2599,4143
2600,5043
2601,2250
2602,2833
2603,1659
2604,1303
2605,231
2606,773
2607,299
2608,644
2609,344
2610,1577
2611,552
2612,1697
2613,5225
2614,1036
2615,1827
2616,874
2617,1752
2618,342
2619,2734
2620,1060
2621,204
2622,1390
2623,4325
2624,2557
2625,2823
