iteration,moves
393,23175
394,27001
395,8809
396,2982
397,9065
398,7999
399,33563
400,11824
401,13047
402,3155
403,2995
404,8680
405,11005
406,7132
407,12250
408,23318
409,3029
410,30666
411,22535
412,1089
413,2485
414,4372
415,17070
416,6019
417,8984
418,6640
419,18259
420,33321
421,7595
422,42163
423,3921
424,12897
425,17275
426,18359
427,18021
428,11475
429,8096
430,28266
431,10894
432,1786
433,14853
434,412
435,16822
436,20148
437,12089
438,3529
439,6048
440,3084
441,8133
442,2848
443,26699
444,20672
445,75023
446,9261
447,25238
448,9152
449,3583
450,6305
451,61923
452,23833
453,51955
454,13396
455,6140
456,17777
457,5693
458,11155
459,9352
460,16045
461,14868
462,12540
463,9659
464,15013
465,8377
466,9564
467,18705
468,12781
469,9637
470,5714
471,15658
472,12292
473,14377
474,85236
475,11128
476,1985
477,36101
478,10088
479,33249
480,12615
481,22710
482,6630
483,13098
484,16725
485,8344
486,4996
487,84587
488,3356
489,18902
490,20323
491,10393
492,16279
493,6891
494,3784
495,5223
496,18848
497,14623
498,4068
499,149839
500,4841
501,12549
502,9749
503,18238
504,10836
505,6141
506,8723
507,7531
508,7330
509,9362
510,16474
511,12271
512,65306
513,23131
514,12435
515,4368
516,12115
517,6886
518,6705
519,14647
520,8053
521,14327
522,21844
523,28520
524,12936
525,25568
526,39779
527,2972
528,3464
529,5847
530,410
531,2999
532,6591
533,12901
534,6497
535,12376
536,15599
537,32016
538,3419
539,16964
540,25628
541,36357
542,1533
543,16378
544,8295
545,20351
546,8907
547,5343
548,6167
549,17468
550,6683
551,9765
552,601
553,2107
554,4160
555,21954
556,11456
557,24429
558,5066
559,8458
560,521
561,1359
562,3375
563,10281
564,44278
565,2564
566,26439
567,13885
568,2334
569,17610
570,53875
571,31331
572,13908
573,4478
574,4301
575,3558
576,12754
577,4097
578,7063
579,7189
580,3948
581,4433
582,15925
583,6547
584,5384
585,4523
586,18532
587,7234
588,12638
589,2932
590,9360
591,3097
592,25579
593,7764
594,9275
595,14691
596,11761
597,21846
598,7268
599,8635
600,10308
601,2852
602,1411
603,41894
604,19193
605,17231
606,12991
607,2750
608,31993
609,332
610,6303
611,15636
612,1464
613,30568
614,5271
615,11210
616,7226
617,3680
618,10783
619,44906
620,3524
621,2396
622,51483
623,2938
624,19976
625,56449
626,32346
627,8033
628,1332
629,6580
630,20745
631,784
632,17663
633,4278
634,30428
635,12674
636,11221
637,4098
638,838
639,9499
640,13997
641,4521
642,19132
643,12020
644,25442
645,9865
646,3109
647,1981
648,6901
649,14942
650,15039
651,6643
652,10558
653,16264
654,7096
655,1378
656,10669
657,12808
658,5599
659,14084
660,22772
661,19095
662,69835
663,8879
664,13977
665,22240
666,23156
667,25702
668,3954
669,2030
670,13059
671,5929
672,5952
673,20639
674,13160
675,30178
676,1471
677,9965
678,7896
679,3266
680,10595
681,24946
682,22700
683,13021
684,7747
685,38436
686,6570
687,8095
688,12875
689,4189
690,757
691,2463
692,2140
693,29917
694,5996
695,19474
696,14789
697,32876
698,6703
699,24501
700,5043
701,3535
702,5445
703,22204
704,7655
705,9963
706,23452
707,10830
708,38212
709,45003
710,20623
711,7022
712,30322
713,7354
714,4383
715,16443
716,19274
717,6041
718,4789
719,6349
720,3092
721,2353
722,21505
723,25344
724,8368
725,12041
726,13318
727,29801
728,9167
729,10352
730,5881
731,3880
732,12110
733,21933
734,31712
735,11291
736,6942
737,16250
738,9868
739,24146
740,4204
741,8675
742,19653
743,18039
744,5834
745,5665
746,1174
747,7716
748,25059
749,4807
750,8184
751,16609
752,14381
753,22064
754,8411
755,22371
756,27555
757,2933
758,1100
759,8960
760,14036
761,2935
762,13850
763,3473
764,7321
765,536
766,35643
767,19418
768,10822
769,15965
770,9410
771,15666
772,30286
773,21987
774,867
775,9467
776,13376
777,23598
778,12353
779,17137
780,4664
781,3430
782,9771
783,40707
784,10770
785,28121
786,5388
787,12682
788,26362
789,8240
790,29220
791,12394
792,2898
793,6622
794,8771
795,13807
796,10434
797,2641
798,9111
799,7830
800,12103
801,23402
802,11540
803,6221
804,5403
805,5175
806,1967
807,6242
808,11830
809,5605
810,4956
811,7224
812,12488
813,22669
814,14023
815,8860
816,27531
817,21873
818,4432
819,16895
820,300
821,22622
822,17248
823,20142
824,14580
825,1865
826,17575
827,315
828,6953
829,40737
830,10522
831,44406
832,15382
833,15143
834,2973
835,4621
836,24480
837,8599
838,12707
839,14134
840,4987
841,38598
842,3957
843,7846
844,23048
845,3934
846,26106
847,9746
848,3243
849,9640
850,8951
851,5577
852,33892
853,17597
854,14446
855,8624
856,41319
857,2472
858,12263
859,9297
860,5985
861,6360
862,20657
863,25099
864,31544
865,24285
866,16276
867,15064
868,19394
869,12838
870,6952
871,22301
872,16763
873,5256
874,5826
875,38440
876,3206
877,19453
878,6754
879,14544
880,10554
881,3792
882,89657
883,27318
884,3632
885,9706
886,8574
887,26148
888,15701
889,897
890,11484
891,26189
892,1223
893,4504
894,1552
895,4993
896,15276
897,3629
898,16317
899,51047
900,2897
901,10466
902,10523
903,22634
904,7247
905,17135
906,8967
907,4398
908,8567
909,13758
910,4786
911,13980
912,15745
913,14786
914,3301
915,16930
916,30846
917,5545
918,7937
919,1153
920,2200
921,9624
922,26615
923,9931
924,1357
925,14404
926,3698
927,1805
928,5222
929,6670
930,10437
931,32723
932,11157
933,31199
934,12912
935,32051
936,25292
937,28646
938,451
939,7221
940,18327
941,22561
942,16174
943,13298
944,9751
945,16737
946,2112
947,1275
948,21759
949,21819
950,13968
951,25474
952,4432
953,3394
954,2681
955,24141
956,2092
957,8450
958,8755
959,13502
960,10759
961,9899
962,19295
963,8646
964,27652
965,9354
966,23073
967,12667
968,6449
969,7668
970,3024
971,11490
972,1010
973,8416
974,8912
975,3276
976,13921
977,2868
978,736
979,19392
980,12775
981,18336
982,21335
983,10639
984,6123
985,11602
986,4802
987,12214
988,19633
989,893
990,33864
991,17423
992,8851
993,3835
994,13883
995,4038
996,573
997,15192
998,6178
999,791
1000,4011
1001,12042
1002,13154
1003,7744
1004,518
1005,2972
1006,5428
1007,5851
1008,12182
1009,2142
1010,31359
1011,9054
1012,12389
1013,8050
1014,2469
1015,367
1016,15621
1017,23280
1018,39542
1019,5670
1020,30225
1021,2665
1022,16070
1023,23836
1024,15919
1025,18988
1026,9727
1027,3943
1028,9510
1029,23898
1030,11837
1031,12956
1032,3009
1033,27068
1034,10205
1035,1609
1036,13526
1037,51678
1038,6643
1039,1337
1040,8868
1041,15108
1042,27120
1043,5569
1044,6177
1045,3501
1046,19130
1047,9962
1048,7559
1049,10126
1050,4557
1051,1328
1052,5405
1053,2402
1054,2818
1055,3361
1056,56647
1057,2880
1058,36372
1059,11964
1060,10703
1061,35770
1062,40611
1063,25260
1064,5961
1065,11678
1066,5335
1067,5540
1068,11393
1069,3256
1070,9550
1071,12890
1072,7611
1073,15254
1074,1352
1075,12834
1076,11756
1077,5838
1078,44284
1079,18547
1080,39103
1081,12062
1082,5827
1083,2794
1084,36371
1085,24405
1086,23869
1087,8845
1088,7884
1089,876
1090,43297
1091,10244
1092,5028
1093,12924
1094,14888
1095,2370
1096,11459
1097,24797
1098,9838
1099,11656
1100,5287
1101,10564
1102,38656
1103,1295
1104,10371
1105,25010
1106,21983
1107,3531
1108,2935
1109,10745
1110,14075
1111,4947
1112,8301
1113,13898
1114,3794
1115,2645
1116,15350
1117,5289
1118,5023
1119,8583
1120,11654
1121,4152
1122,9020
1123,2137
1124,17375
1125,5317
1126,957
1127,11895
1128,9893
1129,12796
1130,2854
1131,2371
1132,5699
1133,23145
1134,12060
1135,24551
1136,30434
1137,14200
1138,2306
1139,12564
1140,11729
1141,15475
1142,44541
1143,30338
1144,2848
1145,3979
1146,7219
1147,22639
1148,18420
1149,5775
1150,4688
1151,16059
1152,10533
1153,3203
1154,2821
1155,7447
1156,3326
1157,26797
1158,23029
1159,22272
1160,19280
1161,14589
1162,8419
1163,920
1164,13994
1165,14402
1166,2794
1167,2276
1168,4995
1169,21891
1170,12306
1171,1563
1172,8558
1173,3245
1174,24913
1175,20042
1176,3876
1177,16218
1178,3334
1179,12039
1180,2898
1181,8112
1182,23287
1183,15461
1184,12488
1185,5829
1186,1559
1187,33402
1188,3113
1189,2162
1190,5451
1191,1634
1192,17493
1193,7304
1194,20344
1195,22435
1196,2188
1197,10658
1198,10482
1199,913
1200,6220
1201,14637
1202,3605
1203,860
1204,2795
1205,12138
1206,22957
1207,5522
1208,7024
1209,5130
1210,6878
1211,7389
1212,8440
1213,13172
1214,5294
1215,6824
1216,1548
1217,7464
1218,6776
1219,3100
1220,22891
1221,2823
1222,21807
1223,13365
1224,24657
1225,10485
1226,74607
1227,10134
1228,16714
1229,7401
1230,27760
1231,13756
1232,11503
1233,3897
