iteration,moves
250,8919
251,52545
252,33075
253,5781
254,21288
255,25501
256,34897
257,5022
258,17559
259,26188
260,35261
261,7967
262,9733
263,8626
264,12164
265,3161
266,18499
267,86375
268,35100
269,5458
270,12120
271,13249
272,45478
273,39244
274,34743
275,28731
276,25784
277,5491
278,38360
279,25224
280,7614
281,19636
282,41720
283,38398
284,46964
285,22821
286,11436
287,34803
288,39731
289,16247
290,10496
291,13021
292,23808
293,16983
294,14545
295,28104
296,27244
297,22251
298,9149
299,12732
300,6633
301,28322
302,70606
303,16058
304,1687
305,2119
306,46257
307,24916
308,6706
309,3141
310,26940
311,15821
312,12348
313,17071
314,57610
315,8622
316,3565
317,15152
318,18695
319,15259
320,36093
321,13929
322,12779
323,6668
324,48588
325,35496
326,8533
327,13823
328,4129
329,19944
330,19281
331,37063
332,15606
333,13001
334,20164
335,7260
336,18374
337,4115
338,34936
339,32238
340,27968
341,12522
342,2323
343,5436
344,11222
345,13716
346,14008
347,22505
348,8324
349,36263
350,32112
351,16741
352,7854
353,21679
354,19880
355,4586
356,21968
357,7939
358,33072
359,10360
360,20460
361,42177
362,12197
363,6567
364,24979
365,5048
366,32217
367,70465
368,9081
369,30762
370,13072
371,13830
372,55184
373,96455
374,21313
375,5806
376,22645
377,6845
378,21485
379,18446
380,25437
381,32249
382,17256
383,34451
384,11505
385,37353
386,49897
387,9202
388,34652
389,7442
390,19189
391,24975
392,17132
393,36535
394,9553
395,30670
396,9337
397,62940
398,28045
399,14915
400,4511
401,18371
402,23959
403,6201
404,27753
405,34145
406,6842
407,48392
408,3213
409,63859
410,17171
411,11769
412,50943
413,26360
414,14236
415,10649
416,7749
417,36607
418,13562
419,18639
420,8084
421,11850
422,33333
423,44289
424,66072
425,31352
426,21304
427,48743
428,30524
429,11473
430,5679
431,30431
432,4653
433,44124
434,45399
435,16112
436,15771
437,24104
438,25490
439,34127
440,27268
441,54703
442,15164
443,34989
444,21211
445,16043
446,24268
447,28144
448,8514
449,12835
450,7328
451,9380
452,49010
453,26785
454,14754
455,14841
456,5777
457,35804
458,4850
459,15810
460,22837
461,32435
462,21823
463,5911
464,18421
465,47453
466,34259
467,42281
468,13281
469,11295
470,16962
471,10899
472,29119
473,7297
474,6026
475,28527
476,21989
477,28549
478,24209
479,51329
480,27793
481,10895
482,75964
483,28943
484,32224
485,31682
486,16893
487,24564
488,9419
489,28914
490,13775
491,13731
492,10784
493,2786
494,25827
495,2216
496,14136
497,47789
498,16130
499,23782
500,12767
501,4924
502,54230
503,10776
504,37841
505,43284
506,5599
507,19851
508,11348
509,25528
510,7723
511,20552
512,16030
513,5484
514,71066
515,19676
516,31366
517,13591
518,79089
519,14383
520,12632
521,16529
522,18465
523,19767
524,27100
525,7815
526,29360
527,9273
528,32043
529,17115
530,9384
531,34293
532,12108
533,37053
534,42326
535,20698
536,11102
537,58456
538,12780
539,47869
540,47435
541,19659
542,65128
543,11193
544,7649
545,7665
546,56533
547,55626
548,29124
549,68854
550,15971
551,19364
552,20329
553,21305
554,11757
555,6909
556,32009
557,39360
558,14855
559,9356
560,21932
561,31292
562,34631
563,20107
564,17078
565,22426
566,42678
567,49127
568,14901
569,24948
570,5542
571,15155
572,6158
573,86574
574,25543
575,17003
576,5462
577,42531
578,29386
579,13323
580,9193
581,7353
582,30693
583,29797
584,28406
585,50114
586,13600
587,25225
588,12242
589,20229
590,16967
591,34018
592,13599
593,49132
594,5035
595,18815
596,5939
597,25603
598,33204
599,34520
600,12518
601,7164
602,18051
603,5216
604,37858
605,10707
606,88143
607,9007
608,42404
609,21115
610,25152
611,17417
612,63949
613,20296
614,32140
615,19390
616,11869
617,23811
618,47454
619,63977
620,5590
621,28917
622,19642
623,14442
624,7543
625,16094
626,8665
627,30782
628,6275
629,23025
630,6234
631,29260
632,42849
633,5961
634,9972
635,13169
636,20554
637,7589
638,6541
639,26736
640,26008
641,9429
642,8302
643,17741
644,18970
645,61454
646,20709
647,15254
648,24720
649,33019
650,26505
651,20462
652,13549
653,26018
654,16469
655,3795
656,11345
657,16856
658,7139
659,9654
660,11994
661,8274
662,68187
663,7886
664,16593
665,22358
666,5672
667,12961
668,16587
669,30111
670,19052
671,22741
672,13499
673,19790
674,21664
675,15918
676,9320
677,27168
